Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Kabhi Yuh Bhi Toh Ho,2014,102 min,-,-,Family            ,hindi
Aadi Shakti,1992,-,-,-,Action            ,hindi
Appavi Kateri,2015,-,-,-,Drama            ,tamil
Vasantha Kumaran,,122 min,-,-,Romance            ,tamil
India Unplugged,2014– ,30 min,-,-,-,urdu
Kanyavanangal,2019,122 min,-,-,Drama            ,malayalam
Little Singham: Kaal Ka Badla,2020,69 min,5.1,9,"Animation, Action            ",hindi
Ek Doctor Ki Maut,1990,122 min,8.3,"1,309","Biography, Drama            ",hindi
Mazaaq,1943,-,-,-,-,hindi
The Train,1970,138 min,6.4,148,"Action, Crime, Mystery            ",hindi
Lala Begum,2016,58 min,6.5,21,"Drama, Thriller            ",urdu
Ved Lavi Jeeva,2010,-,7.2,14,Drama            ,marathi
Ravoyi Chandamama,1999,-,4.9,186,"Drama, Romance            ",telugu
Aakhri Ghulam,1989,171 min,5,32,"Action, Crime, Drama            ",hindi
Diljani,1935,-,-,-,-,hindi
Jutt Majhey Da,1988,-,-,-,-,punjabi
Ek Dopahar (An Afternoon),2021,90 min,-,-,Drama            ,hindi
Evadu Thakkuva Kadu,2019,125 min,7.5,21,Action            ,telugu
Veera Ranachandi,2017,138 min,-,-,Drama            ,kannada
Ice Cream,IV 2014,144 min,3.4,114,"Horror, Thriller            ",telugu
Sasanam,2006,154 min,6.1,16,Drama            ,tamil
Krishna Cottage,2004,124 min,5.1,"1,004","Horror, Mystery            ",hindi
Sankarabharanam,1980,143 min,8.7,"1,985","Drama, Music, Romance            ",telugu
Ghulam Begum Badshah,1956,124 min,6.6,5,"Drama, History            ",hindi
Bhotbhoti,,-,-,-,Romance            ,bengali
Bombay Rose,2019,97 min,6.1,440,"Animation, Drama, Romance            ",hindi
Ratha Kanneer,1954,154 min,8.1,306,Drama            ,tamil
Utthaan,1989,-,-,-,Drama            ,hindi
Jaanmoni Vol - 1,2008,70 min,-,-,"Musical, Romance            ",assamese
Badhti Ka Naam Dadhi,1974,-,6.7,37,Drama            ,hindi
Neeye Nijam,2005,-,-,-,Drama            ,tamil
Madhanam,2019,128 min,8.9,9,"Comedy, Romance            ",telugu
Hyderabad Ki Nazneen,1952,-,-,-,Drama            ,hindi
Daakghor,2018,46 min,-,-,Drama            ,bengali
Coolie,2004,-,6.3,26,Action            ,bhojpuri
Ilamura Thamburan,1998,-,4.7,6,Drama            ,malayalam
Khoon Pasina,1977,210 min,6.2,352,"Action, Drama            ",hindi
Seeta Salma Suzy,1992,-,-,-,Action            ,hindi
Suhaagan,1986,-,-,-,-,punjabi
Ganesh,2009,-,5,257,Romance            ,telugu
Karwane Hayat,1935,122 min,6,6,-,urdu
Iron Man,2008,126 min,7.9,"954,861","Action, Adventure, Sci-Fi            ",urdu
Choti Si Kahani,2011– ,680 min,5.7,12,Drama            ,urdu
Shiva Sainya,1996,138 min,8.5,12,"Action, Drama            ",kannada
Pita Maata Santan,1997,136 min,-,-,"Action, Drama, Romance            ",bengali
Punnagai Poove,2003,-,5.6,22,Romance            ,tamil
Ek Musafir Ek Hasina,1962,-,6.6,48,"Action, Comedy, Mystery            ",oriya
Yechchil Iravugal,1982,-,3.6,5,-,tamil
Swarnakireedam,1996,-,-,-,-,malayalam
Ivan Than Uthaman,,-,-,-,Horror            ,tamil
Samhaara,2018,-,6,43,"Action, Thriller            ",kannada
Aro Oral,2017,-,8.3,15,"Short, Mystery            ",malayalam
Puthiya Katru,II 1975,-,-,-,Drama            ,tamil
1 Pandhu 4 Run 1 Wicket,2014,107 min,-,-,Drama            ,tamil
Zid,2014,126 min,4.4,"1,066","Crime, Romance, Thriller            ",hindi
Ayalathe Sundari,1974,168 min,7.1,8,"Comedy, Musical            ",malayalam
Inakkilly,1984,-,-,-,"Drama, Romance            ",malayalam
Sampoorna Mahabharat,1983,155 min,7.8,10,"Action, Adventure, Drama            ",gujarati
Pratibad,1971,-,-,-,Drama            ,bengali
Izzatdaar,1990,172 min,5.2,177,"Action, Crime, Drama            ",hindi
Minor Raja,1991,-,6.5,13,Comedy            ,telugu
Ullasappoonkattu,1997,-,4.8,54,Comedy            ,malayalam
Salaar,2022,-,-,-,Action            ,kannada
Dhaani,2016–2017,-,8.4,30,"Family, Romance            ",urdu
Kaivazhikal Piriyumbol,1977,-,-,-,-,malayalam
Nyayam Meere Cheppali,1985,-,5.8,9,-,telugu
Tan-Badan,1986,115 min,5.1,37,Drama            ,hindi
Miss Priyambada,1967,93 min,7.1,12,Romance            ,bengali
Devar,1966,156 min,7.2,81,"Crime, Drama, Romance            ",hindi
Naaji,1959,-,-,-,Drama            ,punjabi
Kuch Der Aur,2018,65 min,8.5,41,Drama            ,hindi
Krantiveer: The Revolution,2010,159 min,4.6,19,"Action, Crime, Drama            ",hindi
Manasupaddanu Kani,2000,-,-,-,Romance            ,telugu
Pyar aur Paisa,1991,-,-,-,-,urdu
Dak Babu,1954,124 min,-,-,"Drama, Family            ",hindi
Chhalaang,2020,136 min,6.4,"15,444","Comedy, Drama            ",hindi
Kallan Avaran,2019,21 min,-,-,"Short, Drama            ",malayalam
Mastuto Bhai,1934,-,-,-,Drama            ,bengali
Tuesdays and Fridays,2021,106 min,4.5,407,"Comedy, Musical, Romance            ",hindi
Varna Vasanthangal,2016,128 min,-,-,Drama            ,malayalam
Pigman,II 2013,150 min,5.1,32,"Drama, Family            ",malayalam
Amar Suhagin,1978,-,-,-,-,hindi
Father Chitti Umaa Kaarthik,2021,-,6.5,30,Drama            ,telugu
Mr. India,1987,179 min,7.8,"14,265","Action, Comedy, Drama            ",hindi
Chukkan,1994,158 min,5,23,Drama            ,malayalam
Kushthi,2006,-,-,-,Comedy            ,tamil
Bilu: A demon within,2017,128 min,7.1,133,"Drama, Fantasy            ",bengali
Leather Life,2015,118 min,6.5,10,Drama            ,punjabi
Hum Tum Pe Marte Hain,1999,165 min,5.3,483,"Comedy, Drama, Romance            ",hindi
Vaettiya Madichu Kattu,1998,-,5.5,19,Comedy            ,tamil
Nenu Nene Ramune,2018,105 min,-,-,Drama            ,telugu
Laal Joda,2001,118 min,-,-,Thriller            ,hindi
"Brakefail, The 4 mechanics",2010,-,-,-,Comedy            ,bengali
Borbaad,2014,140 min,5.4,197,"Action, Drama, Romance            ",bengali
Meera Ke Girdhar,1992,-,-,-,Drama            ,hindi
Zehreeli,1977,-,-,-,"Action, Crime, Mystery            ",hindi
Champion Thomas,1990,107 min,5.6,8,Comedy            ,malayalam
Maa Daivam,1976,-,-,-,Musical            ,telugu
Aaj Sandhyay,1954,-,-,-,-,bengali
Saanjhbatir Roopkathara,2002,120 min,6.2,145,"Drama, Family            ",bengali
Utkarsha,1990,-,-,-,-,kannada
Manasa,2013,-,-,-,Drama            ,kannada
Ladki Sahyadri Ki,1966,-,5,9,"Musical, Drama            ",hindi
Darshan: The Embrace,2005,92 min,6.4,184,Documentary            ,malayalam
Johra Bai,2000,-,-,-,Action            ,hindi
Har Har Byomkesh,2015,113 min,6.8,852,"Action, Thriller            ",bengali
Chaalbaaz Leader,1970,-,-,-,Drama            ,hindi
Prithvi,1994,-,8.3,6,-,nepali
Jinn,II,130 min,-,-,Action            ,bengali
Nistaran,2019,92 min,-,-,Drama            ,hindi
Do Haath 100 Bandooken,1974,-,-,-,Action            ,hindi
Ruby,1986,-,-,-,Drama            ,urdu
Sabak,1950,-,-,-,-,hindi
Ostittey Amar Desh,2007,-,7.6,9,War            ,bengali
Naadham,1983,-,-,-,-,malayalam
Salawati,2008,82 min,-,-,Drama            ,tamil
Armaan,2013,140 min,6.8,43,"Comedy, Drama, Romance            ",oriya
Purano Bullet,2019,-,-,-,Drama            ,nepali
Vinayakudu,2008,133 min,7.2,79,"Comedy, Romance            ",tamil
Jalladon Ka Jallad,2004,-,-,-,Action            ,hindi
Bhinna,2019,95 min,7.4,28,Thriller            ,kannada
Adhu,2004,-,-,-,Drama            ,tamil
Virodhi,2011,-,6.6,34,Drama            ,telugu
Umno O Jhumno,1975,-,-,-,Drama            ,bengali
Anokha Aspatal,1989,91 min,6.8,12,Comedy            ,hindi
Dhill,2001,158 min,7,789,"Action, Drama            ",tamil
Mudhal Idam,2011,145 min,-,-,"Comedy, Romance            ",tamil
Raja Malaya Simhan,II 1959,-,-,-,-,telugu
Mangaata,2016,107 min,-,-,Drama            ,kannada
Hiro Ghoghe Jai Avyo,1983,-,-,-,Comedy            ,gujarati
Savidham,1992,-,6.3,14,Romance            ,malayalam
Aavartan,2021,116 min,-,-,Musical            ,hindi
Itihaas Konna,2000,125 min,-,-,War            ,bengali
"I, Me aur Main",2013,108 min,4.6,"1,807","Comedy, Drama, Musical            ",hindi
Envazhi Thani Vazhi,2015,130 min,3.4,19,Action            ,tamil
Saya E Khuda E Zuljalal,2016,105 min,6.9,129,"Action, Drama, History            ",urdu
Marg,1996,88 min,-,-,Drama            ,bengali
Irada,1971,-,-,-,Romance            ,hindi
 Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
Hind Ki Wali,1978,-,-,-,Drama            ,hindi
 Coke Studio,2008– ,15 min,-,-,Music            ,urdu
Parichay,1941,141 min,-,-,Drama            ,bengali
Sai V/S I,2017,-,-,-,-,hindi
Teri Yaad,2021,3 min,-,-,"Short, Romance            ",urdu
Ajji,2017,104 min,6.9,939,Drama            ,hindi
Golmaal,2003,130 min,7,595,Comedy            ,telugu
Bangalore Bhootha,1975,-,-,-,-,kannada
Kakasparsh,,-,-,-,Drama            ,hindi
 Mann Mayal,2016,-,8.1,35,"Drama, Romance            ",oriya
The Sound of One Leg Dancing,2011,30 min,-,-,"Documentary, Short, Drama            ",nepali
"Right Here, Right Now",2003,28 min,7.9,209,"Short, Comedy, Drama            ",malayalam
Raja Thandiram,1984,-,7.2,5,-,tamil
Raaste Kaa Patthar,1972,133 min,5.7,83,"Drama, Romance            ",hindi
Diste Tasa Naste,1956,-,-,-,-,marathi
Pyaar Hi Pyaar Mein,2003,-,7.2,10,"Drama, Romance            ",urdu
Awaragardi,1990,-,5.4,8,Action            ,hindi
Ammaleni Puttinellu,1996,-,-,-,Family            ,telugu
Bharat Ke Shaheed,1972,-,-,-,"Drama, History            ",hindi
Lucky: No Time for Love,2005,180 min,4.7,"3,276","Musical, Drama, Romance            ",hindi
Kalyug,1981,152 min,7.8,493,Drama            ,hindi
Jadui Ratan,1947,-,-,-,"Action, Fantasy            ",hindi
Theeviram,2020,108 min,5.5,22,"Drama, Thriller            ",tamil
Kalu,1987,-,-,-,-,punjabi
Bhoomiyile Malakha,1965,-,-,-,-,malayalam
Nedumi,II 2021,115 min,-,-,"Action, Drama            ",tamil
Kavi,1949,151 min,7.5,10,Drama            ,bengali
Poovarasan,1996,136 min,4.9,29,-,tamil
Thacholy Thankappan,1984,-,-,-,-,malayalam
Phir Aayee Barsat,1985,-,7.8,6,Romance            ,hindi
Loh Purush,1999,-,5.3,15,Action            ,hindi
Jollad,1998,-,-,-,Action            ,bengali
Idhem Pellaam Baaboy,1990,136 min,-,-,-,telugu
Neerum Neruppum,1971,-,6.6,25,-,tamil
Police Custody,1995,-,-,-,Action            ,hindi
Durga Aali Ghara,1996,-,-,-,Drama            ,marathi
Chirodini Tumi Je Amar,2008,180 min,6.7,367,Romance            ,bengali
Talismi Jazeera,1992,-,5.3,6,-,urdu
Asees,2018,127 min,7.5,191,Drama            ,punjabi
Superstar Kidnap,2015,120 min,6.6,631,Thriller            ,telugu
Kutty Srank: The Sailor of Hearts,2009,127 min,7,494,Drama            ,malayalam
Gandu Endare Gandu,,122 min,-,-,Drama            ,kannada
Thiranthidu Seese,2015,123 min,6.5,26,"Drama, Thriller            ",tamil
Plaza Miranda,1971,-,-,-,-,telugu
Before You Go-Love,2020,52 min,-,-,"Drama, Romance            ",hindi
Yalgaar,1992,192 min,5.4,413,"Action, Drama, Thriller            ",hindi
Naani,2004,155 min,5.3,"1,150",Romance            ,telugu
Nausherwan-E-Adil,1957,137 min,6.4,17,"Action, Adventure, Drama            ",oriya
Lovers,1983,-,4.7,27,"Comedy, Drama, Romance            ",hindi
Pagliyera Pokhiyun Jhain,2015 Video,-,-,-,"Animation, Short            ",nepali
The Porter,1999,-,-,-,-,malayalam
Sringara Velan,2013,170 min,3.2,217,Comedy            ,tamil
Unmaye Un Vilai Enna,1976,-,-,-,-,tamil
Dar Si Jaati Hai Sila,2017– ,-,8.6,60,Drama            ,oriya
Panakkara Penn,1976,-,-,-,Drama            ,tamil
Nafrat,1987,-,-,-,Action            ,hindi
Amar Jonmobhumi,1973,-,-,-,War            ,bengali
Chand Sa Roshan Chehra,2005,120 min,4.8,52,Romance            ,hindi
Wedding Night Strories,2020– ,-,-,-,Drama            ,urdu
Seasons Greeting,2019,47 min,5.4,24,Drama            ,hindi
Raja Veetu Kannukutti,1984,127 min,-,-,-,tamil
Premleela,2019,-,-,-,Romance            ,nepali
Jarasandha,1938,-,-,-,"Musical, Drama            ",telugu
Raman Abdullah,1997,-,5.3,15,-,tamil
Haveli Ka Hungaama,,-,-,-,Comedy            ,hindi
Maruthanattu Ilavrasi,1950,-,7.4,5,-,tamil
Jalpari: The Desert Mermaid,2012,94 min,7.1,371,"Drama, Family, Mystery            ",hindi
Sandhya,1969,-,-,-,-,malayalam
Prem Rahasya,1981,-,-,-,Romance            ,hindi
Dandam,2019,150 min,8.1,15,Action            ,marathi
Meenathil Thalikettu,1998,-,6.6,237,"Comedy, Drama, Family            ",malayalam
Oru Naal Iravil,2015,134 min,6.8,143,"Drama, Thriller            ",tamil
Phata Poster Nikhla Hero,2013,146 min,4.8,"4,423","Action, Comedy            ",hindi
Chintamani,1956,158 min,-,-,Drama            ,telugu
Billoo Baadshah,1989,148 min,4.6,39,"Action, Crime, Drama            ",hindi
Prem Geet 2,2017,138 min,7.4,113,"Drama, Romance            ",nepali
Asthikkoru Aanum Asaikku Oru Ponnum,1962,-,-,-,Romance            ,tamil
Istam,2001,150 min,5.8,37,Romance            ,telugu
Nattukoru Nallavan,1959,-,-,-,-,tamil
Khawaja Ki Diwani,1981,133 min,-,-,-,hindi
Kathayariyathe,1981,122 min,-,-,Drama            ,malayalam
Tomake Chai,2017,121 min,5.3,91,Romance            ,bengali
Fariyaad,1942,-,-,-,-,hindi
Shoonya,2020,-,-,-,Drama            ,hindi
Singara Chennai,2004,109 min,-,-,Drama            ,tamil
Baji,1963,125 min,7.5,10,-,oriya
8MM Bullet,2018,146 min,7,64,Crime            ,kannada
Sesham Kazhchayil,1983,-,6.3,20,Drama            ,malayalam
Sher-e-Azam,2002,-,-,-,-,punjabi
Suppryaputhran,1998,-,5.9,9,-,malayalam
Nam Naadu,2007,160 min,4,18,"Action, Crime, Drama            ",tamil
Drishyam,2013,160 min,8.3,"34,691","Crime, Drama, Thriller            ",malayalam
Hum Tumhe Yaad Aayenge,2000,-,-,-,Romance            ,hindi
 Dirilis: Ertugrul,2014–2019,120 min,9.2,191,"Action, Adventure, Drama            ",urdu
Kaalai,2008,128 min,3.3,113,Action            ,tamil
My School,2018,-,-,-,-,malayalam
Kirayadar,1986,146 min,6.3,75,"Comedy, Drama            ",hindi
Aliya Basu Gayab Hai,2020,-,-,-,Drama            ,hindi
Vazhi Piranthadu,1964,-,-,-,-,tamil
Yaar Yaaro Ghorimele,2018,128 min,-,-,Drama            ,kannada
Dost Asava Tar Asa,1978,-,8.2,9,-,marathi
Bhagyawan,1953,-,-,-,"Drama, Family            ",hindi
Ae phansaa,2008,-,-,-,Comedy            ,hindi
Bhalai,1943,-,-,-,-,hindi
Jhalli,1973,-,-,-,-,punjabi
Post Master,1955,-,-,-,-,hindi
Jadui Putli,1946,-,-,-,-,hindi
Ladtar,2021,-,-,-,Drama            ,marathi
Ali the Blind Boxer,2019,-,-,-,Drama            ,hindi
Panaah,2015,15 min,7.6,11,"Short, Crime, Drama            ",urdu
Sonali Cable,2014,127 min,5.4,970,"Comedy, Drama            ",hindi
Chitradurgada Onake Obavva,2019,-,-,-,History            ,kannada
Bombay to Bangkok,2008,120 min,4.6,415,"Comedy, Crime, Romance            ",hindi
Sandya My Love,2001,-,-,-,-,malayalam
Nandakumar,III 1938,156 min,-,-,-,tamil
Nandini Oppol,1994,125 min,5.2,11,-,malayalam
Balanagamma,1981,-,4.8,11,-,telugu
Aaghaat,2010,130 min,8,39,Drama            ,marathi
Acharam Ammini Osaram Omana,1977,-,5.1,9,"Comedy, Drama            ",malayalam
Durga Pooja,1962,-,-,-,Drama            ,hindi
Endharoo Mahanubhavulu,2018,-,-,-,-,telugu
Nirahua Rickshawwala,2010,165 min,-,-,Drama            ,bhojpuri
Prakasan,2017,84 min,-,-,Drama            ,malayalam
Kumkuma Thanda Saubhagya,1985,-,-,-,-,kannada
Aiven Raula Pai Gaya,2012,153 min,5.4,102,"Comedy, Drama, Musical            ",punjabi
Naariya Seere Kadda,2010,136 min,-,-,Drama            ,tamil
O' Faby,1993,-,7.2,59,"Animation, Drama, Family            ",malayalam
Mysore Mallige,1991,-,7.8,62,Drama            ,kannada
Vaare Vah,2010,133 min,-,-,Drama            ,kannada
Son Of Manjeet Singh,2018,139 min,7.8,255,"Comedy, Drama, Sport            ",punjabi
Night in London,1967,-,6.6,37,"Action, Drama, Thriller            ",hindi
M.L.A.,1957,-,-,-,-,telugu
Poothumbium Poovalanmarum,1997,-,3.6,5,-,malayalam
Ek Hoti Rani,2016,137 min,-,-,Romance            ,marathi
Dahleez,1986,161 min,5.3,50,"Action, Drama            ",hindi
Mujrim,1944,-,-,-,-,hindi
Rowdy Cheetah,2001,-,7.3,16,Action            ,hindi
Air Mail,1960,-,-,-,Drama            ,hindi
Nuvve Naa Bangaram,2014,-,-,-,Drama            ,telugu
Heropanti 2,2021,-,-,-,Action            ,hindi
Meera Shyam,1976,-,-,-,"Drama, Fantasy            ",hindi
Chhota Bheem in the Incan Adventure,2013,65 min,6.5,22,"Animation, Adventure, Fantasy            ",telugu
Thirbokigalu,2018,-,-,-,Romance            ,kannada
The Life Zindagi,2011,-,-,-,"Drama, Romance            ",hindi
Munna,2007,167 min,5.6,863,Action            ,telugu
Sanchu,2008,-,-,-,Drama            ,kannada
Ladki Badnaam Si,1991,-,-,-,Thriller            ,hindi
Melnattu Marumagal,1975,-,5.6,22,"Drama, Romance            ",tamil
Ek Kulti Ek,2013,-,4.6,22,Family            ,marathi
Shaadi Se Pehle Aur Shaadi Ke Baad,1989,87 min,-,-,Drama            ,hindi
Bhanta,2008,154 min,7.1,8,Drama            ,kannada
The Motorcycle Man,2020,100 min,-,-,Mystery            ,hindi
Thayi Thangai Pasam,1995,-,4.9,8,-,tamil
Daal Me Kala,1964,128 min,6,21,"Comedy, Drama            ",hindi
Khatarnaak,1990,223 min,5.3,80,"Action, Crime, Drama            ",hindi
My Brother My Enemy,2005,43 min,-,-,"Documentary, Short            ",urdu
Gaban,1966,169 min,6.9,39,"Crime, Drama, Romance            ",bhojpuri
Zara Ka Nazariya,2018–2019,-,-,-,Short            ,urdu
Ilzam,1970,133 min,-,-,"Action, Crime, Drama            ",hindi
A Gift of Love: Sifar,2019,95 min,8,29,"Drama, Romance            ",hindi
The Survivor,II 2016,27 min,9.9,7,Short            ,oriya
Adivaram,1997,-,-,-,-,malayalam
Dhaka 86,1988,-,8.1,23,Drama            ,bengali
Lubna,1982,-,-,-,"Drama, Family, Romance            ",hindi
Yeh Friendship,2014,98 min,-,-,Action            ,urdu
Paapi - Ek Satya Katha,2013,115 min,3.8,27,Crime            ,bengali
Oor Mariyathai,1992,148 min,-,-,Drama            ,tamil
Prem Ki Ganga,1971,-,-,-,Romance            ,hindi
Tu Mari Ass Pas Che,,-,-,-,"Action, Drama            ",gujarati
Khatta Meetha,2010,157 min,5.7,"9,698","Comedy, Crime, Drama            ",hindi
Karimpin Poovinakkare,1985,127 min,7.1,68,"Action, Crime, Drama            ",malayalam
Saradha Bullodu,1996,-,4.8,32,"Comedy, Drama            ",telugu
Kasaba,2016,137 min,4.7,"1,149","Action, Crime, Thriller            ",telugu
Gubbi Mele Bramhastra,2019,143 min,5,119,Comedy            ,kannada
Pathmatheertham,1978,-,-,-,-,malayalam
Paakanum Pola Irukku,2017,-,-,-,"Drama, Romance            ",tamil
Private Practice,2011,146 min,-,-,Drama            ,bengali
Je Nodi Morupothay,1961,-,-,-,Drama            ,bengali
My Friend's Dulhania,2017,87 min,6.4,26,Romance            ,hindi
Sajan Ka Dard,1995,-,-,-,Romance            ,hindi
Karunamoyee,1978,-,-,-,Drama            ,hindi
Riyasat Aka Kingdom of Hearts,2005–2006,"1,040 min",6.2,10,Drama            ,urdu
Wafa Aka Loyalty,1999– ,40 min,-,-,Drama            ,urdu
Bajrangachi Kamaal,1994,-,7.1,17,-,marathi
Uzhavan Magan,1987,-,8.4,8,-,tamil
Tejimola,1967,-,-,-,-,assamese
Bhoyanok Songghorso,2002,-,7,6,Action            ,bengali
Aalkoottathil Oruvan,2020,110 min,-,-,"Action, Drama, Thriller            ",malayalam
Butterfly (colors of love),2018,-,-,-,Thriller            ,nepali
Inspector Balram,1991,143 min,6.9,335,"Action, Drama, Thriller            ",malayalam
#Yaaram,2019,110 min,4.4,34,"Comedy, Romance            ",hindi
Ponmaalai Pozhudhu,2013,135 min,4.9,26,Romance            ,tamil
Kabuliwala,1993,-,6.9,228,"Comedy, Drama, Romance            ",malayalam
Khan,2017,-,-,-,Drama            ,urdu
Gaaju Bommalu,1983,131 min,-,-,Drama            ,telugu
The Jinx,2017,118 min,6,12,Thriller            ,hindi
Shuruaat,1993,135 min,-,-,"Drama, Romance            ",hindi
Rab Ton Sohna Ishq,2013,140 min,-,-,Action            ,punjabi
Josettante Hero,2012,129 min,3.6,21,Drama            ,malayalam
Neel Kamal,1947,116 min,7.7,75,"Drama, Musical, Romance            ",hindi
Mujhe Insaaf Chahiye,1983,133 min,6.5,45,"Drama, Romance            ",hindi
Mirza Juuliet,2017,130 min,4.1,100,Drama            ,hindi
